id,name,type,industry
Domain_dd4f6245ca3310d1c1d39015ca7978a01129fe35ac01a0962aa998e15e76f7ff,dd4f6245ca.com,Domain,['B']
Domain_96d0416cc8f40ca1b421a9b29f2ad97cbe3b65596e5067512385b7bf2eda4491,96d0416cc8.com,Domain,[]
Domain_e3650d2c878d75560288bbc08ebdaab0aa3b1b47aa1e6bf7139918f32aecb01e,e3650d2c87.com,Domain,['B']
Domain_a98dde575f90f591ce4d89d8c365425aca864e0fb41547870dec6db4fc90ed62,a98dde575f.com,Domain,[]
Domain_5a5d9e44a15f8f6a410556037c6e1674c16470d408748c8d9f3e99d197bbd552,5a5d9e44a1.com,Domain,[]
Domain_e53f1ecaaf41962d7ff9cbfb65222343f19b3e07b64e7e7cd0f378f21ab8b1b1,e53f1ecaaf.com,Domain,[]
Domain_c6ae3bc6374d3892cc1f6da918cc8447d749d8148f1ca1a0d3f7c21c731cac83,c6ae3bc637.com,Domain,[]
IP_CIDR_1735e51f1d11c8fae0a4238b94cd99fed74e4012ca0aa5052860f902f69b9880,103.217.xxx.0/24,IP_C,[]
Domain_0d291e2c83354b0d181116e6ea74b5c347d9629c5d6b5f5669ca514698c3734e,0d291e2c83.com,Domain,['B']
Domain_8e5e3047203b76acc1af974b1ef44bda02c6f4c52b6a0f96c3a7383379ce5615,8e5e304720.com,Domain,[]
Domain_d4de33bf1b43c76af07283843166c18873717d405881b069e15a0fb516df0476,d4de33bf1b.com,Domain,[]
Domain_02f59c4ee69f6a30cc342d5ff8177662b4a1b77c2cac903bfa54c96f2889f077,02f59c4ee6.com,Domain,['B']
Domain_a3cf6477b823340a4143c4dc1d64c09b1c00f3dcdad11c3392a65ead66681eb2,a3cf6477b8.com,Domain,[]
Domain_eb52ef66ec2dcce2189a56d52ea6f8d3c3919fe2a6dd8a70b913d4d0bec8e481,eb52ef66ec.com,Domain,[]
Domain_86af61c15178bdd92a06e9fc8ec155a0c0c88d27343b99d4ac0dd4197bdc8561,86af61c151.com,Domain,[]
Domain_7068cdb622677081bd866918fba932cf2b0a00e963c2cb722eec4899705773eb,7068cdb622.com,Domain,['B']
Domain_69a6c3267c06a2ba0acad1b62116dac0a0b0290625970034ae3de3347e901455,69a6c3267c.com,Domain,['B']
Domain_a9e33ba2dfd9ee01038a77147b8450bdea9515edc12b33b69339133e1f327075,a9e33ba2df.com,Domain,['B']
Domain_19434d12b71f19037a5e7c5ec0bf54facedd9ac6d8119cc40ea7128337c29f8d,19434d12b7.com,Domain,[]
Domain_6ec80af3673fc885bde2fd6a69d9db0435d13d49b9c5700dcf8ee55e1c3de25f,6ec80af367.com,Domain,[]
Domain_d3586aaba48d7384bdea22ce4abd82557788b4e06ac712a9d7bf21219735926c,d3586aaba4.com,Domain,[]
Domain_ed6d84b772e5cf5f55e6487fdc4b5225b6ef90368a06c1a7b9a83d3c1d6de924,ed6d84b772.com,Domain,[]
Domain_30bcd70475580814038387af7cc8fd420232156e20788415218444e77f0f1c05,30bcd70475.com,Domain,[]
Domain_49ee95edff715981e8e38f3ee615a119354840f14cf6d8e93330da6b9d8f45a6,49ee95edff.com,Domain,[]
Domain_bcd860a1ed039d72e74b3b9bbbafd4d6741998de77b1f4c4702a3297d4dbcdd6,bcd860a1ed.com,Domain,[]
Domain_6a2715b07c87811341778890578cf5a3316b2df01bde30b265256b9ddb68ac20,6a2715b07c.com,Domain,[]
IP_aa326da0ce3091617ac26d4ca1a1e4bf492d1218c38d2a9c73551ea48ff67ffe,45.200.xxx.xxx,IP,[]
Domain_e593311b5112e9559154bb35577fe96c533aef2c1e19a316cc9acb891011b48f,e593311b51.com,Domain,['B']
Domain_c648548e379629ba396160cce1b2004738ba2e864cdc11ca5ffafd288f93df31,c648548e37.com,Domain,[]
Domain_928cb9f6f60a6e04376def6333e5bad7b1e4b744ec0f77c51bfbc1845e75f07e,928cb9f6f6.com,Domain,['B']
Domain_3d51a043a938869db9eeb252bc186188b099a8bf492947d07cc479081d9eb774,3d51a043a9.com,Domain,[]
Domain_fff799a179697703c0dd35844b6c69ad1523eb98d0006ad876463ec01bd058d0,fff799a179.com,Domain,['B']
Domain_3977be4c08410d7bd1ad003fc7c7145f425837e671a61c7fac2e322d00778e5f,3977be4c08.com,Domain,[]
Domain_40084b04d1feee9a86293494501b6d3203298a555f313e63900c1bd1d12ea664,40084b04d1.com,Domain,[]
Domain_5a6c18c1b49cbcb0ad426c8aaf83d6fa90e17a2dc6d415bb13010e2f6daa5487,5a6c18c1b4.com,Domain,[]
Domain_8d6666947fc054d2b87630334b660525d998f95e7c4d4a3e34937858170e921e,8d6666947f.com,Domain,[]
IP_aabca6424f0c2f75959003efa57136233d2dafb8e0e607fe2eaaee813ed303be,45.200.xxx.xxx,IP,[]
Domain_66aae0078c531ae6abccead9533fb4519482ad67bd8d2d5c4525f0347776238f,66aae0078c.com,Domain,['B']
Domain_de09df6147a843b73e011fd915c23e981b8235741e616b0023e0964eb9c911ff,de09df6147.com,Domain,[]
Domain_8c5d365ceb8835c76dcfa21e0b7c148bad37ecd93fb14b87175cfa2aedf9fd6a,8c5d365ceb.com,Domain,[]
ASN_894a39aa8f6405a82567c5c1832fd3a6b110552c2fe84eafa929a3e603fc4387,AS_894a39aa8f,ASN,[]
Domain_990dd764ad4d23b83c3304dcb0b75b1abcd89ec6049a2ce80db7b700059efc66,990dd764ad.com,Domain,['B']
Domain_fa433a188267d0acb31758422f0ec403ae05f77e214b8a438c2bed6a5eaa1383,fa433a1882.com,Domain,[]
Domain_fa52a37d1899d8c12eab793ea44e998e9f7cc0a0cbd695d953d542a46da29bea,fa52a37d18.com,Domain,[]
Domain_5676e368d7da6779de3903bdf6cc6849ce00532188be303f77040f8d55abc3d7,5676e368d7.com,Domain,[]
Domain_59425a3e6ea3e5dc950841b039fd2d2d06ee2862a294664d3349aca023992887,59425a3e6e.com,Domain,[]
IP_CIDR_0a6b0fd4f5f1789cc227b89857a7b91cc2d6adadf43c06e47c8d8e8805e0bb92,47.75.xxx.0/24,IP_C,[]
Domain_f6ad199db85d1551d95924ec1edab93f85faef9f19880dc5351b9b5dd7de1da5,f6ad199db8.com,Domain,[]
Domain_9678c4691241ae9205fac375909a466ff086d6d85d44233a549b435ab8851094,9678c46912.com,Domain,[]
