relation,source,target
r_subdomain,Domain_80649565f8ee37cf37c433ba35aea119763c4567f51b657d361442968bb70558,Domain_e26e2305f9f752282a3963841529a995edd7d1aceacb2942b9dcf76276560b27
r_cert,Domain_80649565f8ee37cf37c433ba35aea119763c4567f51b657d361442968bb70558,Cert_3aa9c13836903efd1bfd8b9d39b60438924486a90573544d7372259df4bd68ea
r_cert,Domain_0b2253754dd17e045e92f48ca02ec0c27e0e71368f966d827f4a4daa3701263f,Cert_3aa9c13836903efd1bfd8b9d39b60438924486a90573544d7372259df4bd68ea
r_cert,Domain_9d6c8cb7f034fd0fc15faf1723092fe16935c747e202d8162f978e208429f43e,Cert_3aa9c13836903efd1bfd8b9d39b60438924486a90573544d7372259df4bd68ea
r_cert,Domain_d32c92ad9f5dc41b8ec480d5f1c0b5db96cb38971f03ec423ed8b8e41dbf44fe,Cert_3aa9c13836903efd1bfd8b9d39b60438924486a90573544d7372259df4bd68ea
r_cert,Domain_0d1ad1148f748b0a9aee8296fd649b8fc9c462e76e4fe6382404763fcd4eb0a3,Cert_3aa9c13836903efd1bfd8b9d39b60438924486a90573544d7372259df4bd68ea
r_cert,Domain_a9392e7c6c3090cc7d6e30c6170b3d99db4616202af6c30b9a344ccac8e9aa4a,Cert_3aa9c13836903efd1bfd8b9d39b60438924486a90573544d7372259df4bd68ea
r_cert,Domain_ba73f4d44676907db70d89a670a79bbf24d2ef04abe4b35f438b978f02ab56ce,Cert_3aa9c13836903efd1bfd8b9d39b60438924486a90573544d7372259df4bd68ea
r_cert,Domain_bd8919f33955b00380d42cb34c1fb271f1b88133543c3978cb776334d471ee4f,Cert_3aa9c13836903efd1bfd8b9d39b60438924486a90573544d7372259df4bd68ea
r_cert,Domain_d1d1adc88836d2fc1aa11c17bf951b5509922152523e6b644647025d3afec989,Cert_3aa9c13836903efd1bfd8b9d39b60438924486a90573544d7372259df4bd68ea
r_cert,Domain_9fea9ed0c02868e46becb4767e5624b633d7954cfd6e5e1346b99c83a05dc668,Cert_3aa9c13836903efd1bfd8b9d39b60438924486a90573544d7372259df4bd68ea
