id,name,type,industry
Domain_80649565f8ee37cf37c433ba35aea119763c4567f51b657d361442968bb70558,80649565f8.com,Domain,['B']
Domain_0b2253754dd17e045e92f48ca02ec0c27e0e71368f966d827f4a4daa3701263f,0b2253754d.com,Domain,['B']
Domain_9d6c8cb7f034fd0fc15faf1723092fe16935c747e202d8162f978e208429f43e,9d6c8cb7f0.com,Domain,"['A', 'B']"
Domain_d32c92ad9f5dc41b8ec480d5f1c0b5db96cb38971f03ec423ed8b8e41dbf44fe,d32c92ad9f.com,Domain,['B']
Domain_0d1ad1148f748b0a9aee8296fd649b8fc9c462e76e4fe6382404763fcd4eb0a3,0d1ad1148f.com,Domain,[]
Domain_a9392e7c6c3090cc7d6e30c6170b3d99db4616202af6c30b9a344ccac8e9aa4a,a9392e7c6c.com,Domain,[]
Domain_ba73f4d44676907db70d89a670a79bbf24d2ef04abe4b35f438b978f02ab56ce,ba73f4d446.com,Domain,[]
Domain_bd8919f33955b00380d42cb34c1fb271f1b88133543c3978cb776334d471ee4f,bd8919f339.com,Domain,['B']
Domain_d1d1adc88836d2fc1aa11c17bf951b5509922152523e6b644647025d3afec989,d1d1adc888.com,Domain,[]
Domain_9fea9ed0c02868e46becb4767e5624b633d7954cfd6e5e1346b99c83a05dc668,9fea9ed0c0.com,Domain,[]
Domain_bf6919e461f37b9784b48a1a5aa610531ba78a08426ddb500be7448164628b93,bf6919e461.com,Domain,['B']
Domain_e329473c94ce9fec0eaed862ae5b6b550482eebc80f281666d19c2c8cc377bce,e329473c94.com,Domain,['B']
Domain_a003eda33484c1f5ae2a0ea56352a97a608f927c599c97eb702fb80421026122,a003eda334.com,Domain,['B']
Domain_7c6d555c11c12e88e71080657de3768e423397d0749d32bde15fd69f17bfe890,7c6d555c11.com,Domain,['B']
Domain_35f37d8d7d8ae1a2bbfec2528ff577c560e5e69a992777961102392b4b7c769f,35f37d8d7d.com,Domain,[]
Domain_d4ac3606158a61989e6fb1d2fc7001bc2d13b207bcbfde0d70f0ccac912dd085,d4ac360615.com,Domain,[]
Domain_a21b7d2f572d41c35e02e19aa9f20ded29d8577e590e86ea3c3dd4eefcd01088,a21b7d2f57.com,Domain,[]
Domain_a15d93da6e6f1dd1614d26ba811acb547bf16e99a13115843beb1f53056e710b,a15d93da6e.com,Domain,['B']
Domain_905ec49c5e5ab15aad520460a950ef9d65d48b1b43a1ee57d1e7b162b18bab56,905ec49c5e.com,Domain,['B']
Domain_6051a38a84645c3fe2f96fd2532ed9860dab21ac0d6af4b683b27f42c054fecb,6051a38a84.com,Domain,['B']
Domain_ed528eec86da41e9de79a5a105f165cbeb4b0cef40bd1b7420fa65cf17c55818,ed528eec86.com,Domain,"['C', 'A']"
Domain_3dfea8d232bce870a0f18d8e7499a3faed19d6c9f33b163713a5e7edbc668962,3dfea8d232.com,Domain,[]
Domain_6cf8a9aeb74e11395404d590b5599f41f2fe8e2e3a30f7442e2dab661f82f865,6cf8a9aeb7.com,Domain,[]
Domain_259258a63a1f215172379dacab108e20af2178c7bdd3a271bc97121d05b5b6ec,259258a63a.com,Domain,"['A', 'B']"
Domain_0f42abd78fd4db51cdfe9f6678e81f20ed1509276f7d164de7b79f3285c3c993,0f42abd78f.com,Domain,['B']
Domain_6e42d7a851c4fc8f6eeaed27e916d38a4801ee209c655d945ece02e147fb61b2,6e42d7a851.com,Domain,['B']
Domain_52950656620da5dcd2afb7bc4dc09b46b03fa6a0d30eb4b0c6306dc081e10ae9,5295065662.com,Domain,['B']
Domain_10c03f686edfffdb82411bd46f37b405af767ac014454a6e8017197cc7bdb1ca,10c03f686e.com,Domain,[]
Domain_953ca20f7538f258ef6813be9c8c05a19a066be8996ce2db3024ca8001ffe144,953ca20f75.com,Domain,"['A', 'B']"
Domain_958a0478baa22ea18bd749fe0ac737b5c9d2d6c6d178cb964faf8cc2af70f247,958a0478ba.com,Domain,['B']
Domain_147b03dbd386af763aceef0afeb01ef662a85c4a4e38bbfb24069af094714721,147b03dbd3.com,Domain,['B']
Domain_eebd6a1526869936ba876845fdd2c2efa034f0edfd6af624257e9056595527c9,eebd6a1526.com,Domain,['B']
Cert_3aa9c13836903efd1bfd8b9d39b60438924486a90573544d7372259df4bd68ea,3aa9c13836,Cert,[]
Domain_a474939778c565cbf2ab89dd3e68594e76844d5285470f755c946c41307b62f1,a474939778.com,Domain,['B']
Domain_bcdbea87803ed82c0f720316c8ead4af8baf14ace71e8a06d3ed07e8ced01caf,bcdbea8780.com,Domain,[]
Domain_681e2855289a46db0507bfe8a5b492241a0affaa3795b73c6a03ad0f3b2590df,681e285528.com,Domain,['A']
Domain_5411ca4f7a79d14ecdaf04f2684369b1c1b6c7481aa9acc3bac20384aaeb4781,5411ca4f7a.com,Domain,['B']
Domain_047cc2df20a84dd3749a2fd9cc1d1f5f2a617f6559a5012502f4c931a2c31a4b,047cc2df20.com,Domain,['B']
Domain_f752837b82948662f1ce93f07f5a952ccdcb384501c0570b507aac0d520a701c,f752837b82.com,Domain,['B']
Domain_6cbd513e4adc7da4e06f2d48ffb3619afb35b0aa677a2642effd4972d55c8b63,6cbd513e4a.com,Domain,['B']
Domain_f76dc4daa45e825400f2655bc9763afd74aa1ebbb4675949f3d250fb5ad97f97,f76dc4daa4.com,Domain,[]
Domain_d71613ba78c2c36742196f73767513a67eb456b9de1fae75c94dd582af48157a,d71613ba78.com,Domain,"['A', 'B']"
Domain_73dfffe066923c2b5ffb00f1cde352b8a802fbcba952fbeb3854f4deb84ba33f,73dfffe066.com,Domain,['B']
Domain_d671d66c13d21224bc35e149b417f931afa5444001ba3ba246901160b766c728,d671d66c13.com,Domain,['B']
Domain_d80ec6f45f4e5632db25d3f377741324e1022b982cca2ff5d7e498ada9c9158f,d80ec6f45f.com,Domain,['B']
Domain_39bce505dd4a85563ae9e8b01816da6af751893bfa8f3304526bac961658320d,39bce505dd.com,Domain,['B']
Domain_f1b03392e3d5455165e8225ac93d627e38d219897cb33f03758ee3fc5ba88e06,f1b03392e3.com,Domain,['B']
Domain_2b812a20833fba4bdedac43aeea6b191decd421da2c779a4968f0a152f6e2489,2b812a2083.com,Domain,['B']
Domain_0db599f1b001707418ca8e828d367bf600906318c8ed13407cb2a0afbdfabc2f,0db599f1b0.com,Domain,['B']
Domain_aa27d96b8c22c653a998a45298cf451b1b368bec193a9503fa6489bf8c61d240,aa27d96b8c.com,Domain,['B']
Domain_fa8d45b451ab1c4bb957f999f77b684c50960778b242ad0e2eb5d0e488b23b8b,fa8d45b451.com,Domain,['B']
Domain_973f06b458fac6279259f4d3aaf9943dcca33755e2c374cfafed9e512c8c0967,973f06b458.com,Domain,['B']
Domain_e53ec8243fc1da2e3cadb03f51f6ffb26262d98f37776bdf89839289eae55d02,e53ec8243f.com,Domain,[]
Domain_c1fa8e2eb91c38a0cf5a4716bf9c5afc84f385b6916c97b0663342cf28f3817d,c1fa8e2eb9.com,Domain,[]
Domain_1fa54042cfd3c6875c9cc13e7ca97935e3ca1570f176dd33982c7c15181ea94e,1fa54042cf.com,Domain,[]
Domain_8235a7f790e9aa190c1a9f86306617088c7f81e6dc0ff3cf0aeb6d16c84bd435,8235a7f790.com,Domain,"['A', 'B']"
Domain_e124e30f0b9f19d6c0718026fd00ae2d31a4e9021e686f21835dddb194b2d127,e124e30f0b.com,Domain,['B']
Domain_c3d7b78d727c5722d9633d0fa0dee5daa0c45b2261122f954c05e972a5954a47,c3d7b78d72.com,Domain,['B']
Domain_754a128c1f156adb9daa1cc67bc7f2172a73b299c982624746064983fe66df2a,754a128c1f.com,Domain,['B']
Domain_6b69b3499026d125993471c18f7b1f7d2de43e931463df93b06429b9b7ae4af1,6b69b34990.com,Domain,['B']
Domain_4c8e1f336d72cce692a46d78b6033bdb55957c05fc4fd18b6d58f82af15028d0,4c8e1f336d.com,Domain,['B']
Domain_250b6e5b0063ef60b45a2c9e397596cef6b944e1bf181b8f9eb1aae0812a4bfb,250b6e5b00.com,Domain,[]
Domain_c00092eb3f8678f580b57d4a19fcf4f30b6d44235cf5e08dc5070ff886569e5a,c00092eb3f.com,Domain,['B']
Domain_292f007e72127d532385cad1261cf4519b2258e4a405df4a6f0d88489b690ed4,292f007e72.com,Domain,[]
Domain_9bfe442b82328934172c78ac0a4f16c08c59db84be47824edea608270cc7f6c8,9bfe442b82.com,Domain,[]
Domain_7e4a2191ee1bbf8409eb7e2934ad90dd91104a836ae4fbee1b3fea55fbbf0f0f,7e4a2191ee.com,Domain,[]
Domain_defa32617105b9b7d2847aed53017ad20000f9d0723bc9952ac31513c2ec6960,defa326171.com,Domain,['B']
Domain_54ce04650aadd150d9e0aa4aa4583d9efdcc0b9cba2a22b9ecc7e21045893785,54ce04650a.com,Domain,['B']
Domain_7a9638629ad69a80aef8592d81074144df60bbcab22cbf7c545ec6485a96ce20,7a9638629a.com,Domain,['B']
Domain_34cf594d150b250c3226c8b1fb1df152279e9687826768321a6b9e44b19ec07a,34cf594d15.com,Domain,[]
Domain_0a11367e963f6d5d682328ac5d84fb39b7f9a2a060878439d4aca1c554382df4,0a11367e96.com,Domain,[]
Domain_90c3ae493b0fff0f9c8e09b0c163a11d04ca952f9ccdfcd36f9faf6aca8d7b21,90c3ae493b.com,Domain,['B']
Domain_7fe7947ef4e91da26319312b4504864e3de9ab32512d196b4b8ba34891b5fdd4,7fe7947ef4.com,Domain,['B']
Domain_39bedc12252951538f00be7773e262bb2850943e16d42b0b52ddcc34cab72d15,39bedc1225.com,Domain,['B']
Domain_c7106e96880b56a12b56cbd10e2b0093879f8018a3b969e8d0fac8ecb8f7e004,c7106e9688.com,Domain,['B']
Domain_8e734452f781bdf7743713fb8165a5c5e996407a9772ec2aa42931244f9e9be9,8e734452f7.com,Domain,['B']
Domain_cfc17f5fc5b6c4b7943c5d0579265f548219ec421f158be8206757d610f14a96,cfc17f5fc5.com,Domain,['B']
Domain_fe13c676f5868dea55dcdca2130e4251d95dc1faf1db09f5f2d307152498d99c,fe13c676f5.com,Domain,[]
Domain_66a23a255fa3e430f15df82e3a19d5d3c2e68d738080517af235ff6b917b0b3f,66a23a255f.com,Domain,['A']
Domain_a1098ccd3c8b44362070f30fbf59a62bf4a63859b53afa3de7900f6c05f29d09,a1098ccd3c.com,Domain,['B']
