relation,source,target
r_cert,Domain_d8e3ff63c62ffc431cfed9e898962ada6c7ab3192d6d67983ed6f70ad3669bbc,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_fefdb11348a9c7c1a065ae73e4b2877e0a45d57a88a70755f606e1c279e33d4d,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_87d615175929ef89b1dfd4320730ab9d22b6caea6f597c2a5a07b552e393a38f,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_caacdd44782c1b3752ee6e3d6c5d5fe37a25f7221fa629602e0259898fd1c267,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_d86ae3639a51d268948a420a41155ee7fde735f4e1b5ca63cfaf4316c8ae30b1,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_51e123993fd817a1151aaf83255299b3894c0f8a683becc49059736538f91f87,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_3717f3068903546e50debb10cbea95320b18cb1e5f4ec9893d97dda8a8a58de6,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_fa129b7c8159adef62b8d94f6bf3faea97cac5d25cc60247b5b4ad198c108fe6,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_f95f3ca0919ae2f2c6f5839e4b5d456af045cd9c06384ea3292823b8703f3a6d,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_9fd2287531b0c96a544ed07eec08bff9b5e4224c9d969cdd3de622257e38f2a5,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_7be5b9cc7ba01f4660bf0bd7f5a4f574c625ff2eb31d7cf0f5c6bd9a142b9a9c,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_71d4fde69a908326c73a9e8de42b358f22202669674d23e178d4d7b358e44396,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_81b7f8cac04165203de8724045c2195ff7aee6252fbdbd8126abec3e76f4306a,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_e4814fc795a51360530a8aff34f745c2edf148473b34912f82ff32449492974d,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_subdomain,Domain_970f3fb1372990961efff02d59226973526ed151b0b283cfed429ddb387d00c7,Domain_51bfef1ca3dbecc8c1e658db989401c4ca869fe199f706a25806bdf0892d5fe7
r_subdomain,Domain_970f3fb1372990961efff02d59226973526ed151b0b283cfed429ddb387d00c7,Domain_2817e526ff45829c3c8e8a2bd87310f1bfad38d998e9a947c3052e7465dea35b
r_subdomain,Domain_970f3fb1372990961efff02d59226973526ed151b0b283cfed429ddb387d00c7,Domain_1b5ab7f235271a5f6e5061a50ccd7ce533fab6a2e179ca91c8f42658d13c7102
r_subdomain,Domain_970f3fb1372990961efff02d59226973526ed151b0b283cfed429ddb387d00c7,Domain_60110292c0bede34a4ccd0ea3458027a7f9d053d28211038038e64fab99710f2
r_subdomain,Domain_970f3fb1372990961efff02d59226973526ed151b0b283cfed429ddb387d00c7,Domain_dcda67a971d18bb36297d4bb6c1a98851b8b6a9b572005f9ec4cfe642e06051d
r_cert,Domain_e11b881b0c4b1e4b6de122017989bbd94197e660164d409c4b3f49f498f289d6,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_c377ddd53e197261d78cebc4ac853b192ba29d048bbccbb4039b365c7d3703f3,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_9f06fe14c73ad0572a8155c71130073c85e0e5eee5a02780e0e15c582971f3d0,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_subdomain,Domain_7e943d55867f171c15693a5c6417098bb24c777a2895ca8c97382f0e02dee5de,Domain_2c229f2e1bf118c062e7d4cf3a559ac5c0b02f7c3b3819ddc7409a1bcf7c9e8d
r_subdomain,Domain_7e943d55867f171c15693a5c6417098bb24c777a2895ca8c97382f0e02dee5de,Domain_74f8848d2d4b71a6cf657093b2d9495977d40d7605fd410c0923bcf75aec3ea2
r_subdomain,Domain_7e943d55867f171c15693a5c6417098bb24c777a2895ca8c97382f0e02dee5de,Domain_d4b9a4aa1993d4f9466f4e7a62b0488cc7a39e0ac5cdbe121b91e42af5c0210e
r_subdomain,Domain_7e943d55867f171c15693a5c6417098bb24c777a2895ca8c97382f0e02dee5de,Domain_9f6e98321be42dbaa96786a6eb2e043371f2dee9369a71c847fe1e3d93658569
r_cert,Domain_fa6c6e3dcbe992cc9954c8da48662e02c20d4162e4ae496d4b77a55ee5dc2a0f,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_95ebe8d8a8617e6dbe671defcf2c49e8ff6909004833d26b28079052973f8ced,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_349090ee505d0055adb54a0f872acb20b9d85088d188a8c72a107fbf0f99b254,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_cert,Domain_558be01199a00226803e261d54fac6a928cec02d75224535eb116eb6c61adc2b,Cert_5268f305a68fc6c269d0345b7b3626d48163b1aaea2e1328c443b82a408dfee7
r_subdomain,Domain_e9ea459b4c3794b1acf7af9b4fc4b4870bca26b7d3d85030c087382b07d84fd3,Domain_80aac29933aff2eced3ed8e76a87166e39f3aac2348d9176e7b380d4d8293ca5
r_subdomain,Domain_e9ea459b4c3794b1acf7af9b4fc4b4870bca26b7d3d85030c087382b07d84fd3,Domain_5493ccf5b5d9bc2a9e6b59321ab601ef3d89ab758d9bb0dfba2d9ca78f3577eb
r_subdomain,Domain_e9ea459b4c3794b1acf7af9b4fc4b4870bca26b7d3d85030c087382b07d84fd3,Domain_4197ffc158d70702e7e4d5b1050c1f597e79d9de1e85799cffec5f822435559e
r_subdomain,Domain_e9ea459b4c3794b1acf7af9b4fc4b4870bca26b7d3d85030c087382b07d84fd3,Domain_99587ca55eca80c5f8374461db367db7ec5b8a48f4e57a8e44182d9d0a676996
r_subdomain,Domain_e9ea459b4c3794b1acf7af9b4fc4b4870bca26b7d3d85030c087382b07d84fd3,Domain_a64f1d4b2d9d309b1d571e6f967dca4cbd8211f974b149735587c1cbe6d8572e
r_subdomain,Domain_e9ea459b4c3794b1acf7af9b4fc4b4870bca26b7d3d85030c087382b07d84fd3,Domain_7dcaaba630012feb6eb797b13c72e571dfaf8ce6556e13f67b2ff48f7aba9132
r_subdomain,Domain_e9ea459b4c3794b1acf7af9b4fc4b4870bca26b7d3d85030c087382b07d84fd3,Domain_840b17abb7b99808d299942335de22bc4f57378023b315f33ee10c3830d1395e
r_subdomain,Domain_e9ea459b4c3794b1acf7af9b4fc4b4870bca26b7d3d85030c087382b07d84fd3,Domain_cba0b39a664405fcffd3eedd4725dcb3213bc1ae7922e7bb9e26c849e924232f
r_subdomain,Domain_e9ea459b4c3794b1acf7af9b4fc4b4870bca26b7d3d85030c087382b07d84fd3,Domain_49f1932febbf099b2ecea57cb03b7c0d6d725fbbed3c91b1eda32ac70566f039
