id,name,type,industry
Domain_d8e3ff63c62ffc431cfed9e898962ada6c7ab3192d6d67983ed6f70ad3669bbc,d8e3ff63c6.com,Domain,['B']
Domain_fefdb11348a9c7c1a065ae73e4b2877e0a45d57a88a70755f606e1c279e33d4d,fefdb11348.com,Domain,['B']
Domain_87d615175929ef89b1dfd4320730ab9d22b6caea6f597c2a5a07b552e393a38f,87d6151759.com,Domain,[]
Domain_caacdd44782c1b3752ee6e3d6c5d5fe37a25f7221fa629602e0259898fd1c267,caacdd4478.com,Domain,['B']
Domain_d86ae3639a51d268948a420a41155ee7fde735f4e1b5ca63cfaf4316c8ae30b1,d86ae3639a.com,Domain,['B']
Domain_51e123993fd817a1151aaf83255299b3894c0f8a683becc49059736538f91f87,51e123993f.com,Domain,['B']
Domain_3717f3068903546e50debb10cbea95320b18cb1e5f4ec9893d97dda8a8a58de6,3717f30689.com,Domain,['B']
Domain_fa129b7c8159adef62b8d94f6bf3faea97cac5d25cc60247b5b4ad198c108fe6,fa129b7c81.com,Domain,['B']
Domain_f95f3ca0919ae2f2c6f5839e4b5d456af045cd9c06384ea3292823b8703f3a6d,f95f3ca091.com,Domain,['B']
Domain_9fd2287531b0c96a544ed07eec08bff9b5e4224c9d969cdd3de622257e38f2a5,9fd2287531.com,Domain,['B']
Domain_7be5b9cc7ba01f4660bf0bd7f5a4f574c625ff2eb31d7cf0f5c6bd9a142b9a9c,7be5b9cc7b.com,Domain,['B']
Domain_71d4fde69a908326c73a9e8de42b358f22202669674d23e178d4d7b358e44396,71d4fde69a.com,Domain,['B']
Domain_81b7f8cac04165203de8724045c2195ff7aee6252fbdbd8126abec3e76f4306a,81b7f8cac0.com,Domain,['B']
Domain_e4814fc795a51360530a8aff34f745c2edf148473b34912f82ff32449492974d,e4814fc795.com,Domain,['B']
Domain_970f3fb1372990961efff02d59226973526ed151b0b283cfed429ddb387d00c7,970f3fb137.com,Domain,['B']
Domain_e11b881b0c4b1e4b6de122017989bbd94197e660164d409c4b3f49f498f289d6,e11b881b0c.com,Domain,['B']
Domain_c377ddd53e197261d78cebc4ac853b192ba29d048bbccbb4039b365c7d3703f3,c377ddd53e.com,Domain,['B']
Domain_9f06fe14c73ad0572a8155c71130073c85e0e5eee5a02780e0e15c582971f3d0,9f06fe14c7.com,Domain,['B']
Domain_7e943d55867f171c15693a5c6417098bb24c777a2895ca8c97382f0e02dee5de,7e943d5586.com,Domain,[]
Domain_fa6c6e3dcbe992cc9954c8da48662e02c20d4162e4ae496d4b77a55ee5dc2a0f,fa6c6e3dcb.com,Domain,['B']
Domain_95ebe8d8a8617e6dbe671defcf2c49e8ff6909004833d26b28079052973f8ced,95ebe8d8a8.com,Domain,['B']
Domain_349090ee505d0055adb54a0f872acb20b9d85088d188a8c72a107fbf0f99b254,349090ee50.com,Domain,[]
Domain_558be01199a00226803e261d54fac6a928cec02d75224535eb116eb6c61adc2b,558be01199.com,Domain,['B']
Domain_e9ea459b4c3794b1acf7af9b4fc4b4870bca26b7d3d85030c087382b07d84fd3,e9ea459b4c.com,Domain,['B']
Domain_60c861ae1d69d5e7af90ccf3b273688499b8dfbd20d0aa1efc4bc17c7a5a9a9a,60c861ae1d.com,Domain,['B']
Domain_4ce8891c9224ace4162c775dec1ab195d6e93c91cc562c4f8fafae17025ca153,4ce8891c92.com,Domain,['B']
Domain_674f3f054a74231864baa8887cff243fc36cfa186e7904d93097bf95b06b542d,674f3f054a.com,Domain,['B']
Domain_81d016d6b7013e5932413e12f2473378e5effa798b09e246ac8743a7fffdb888,81d016d6b7.com,Domain,['B']
Domain_1a9bc09112ff633d938b8147442a3989a60eb3dd6277fe82e05851f462b896b6,1a9bc09112.com,Domain,['B']
Domain_1dd192d7d7a0a79a99facea6a5432167f65afd59025186eb4f299b6ba976e3ec,1dd192d7d7.com,Domain,[]
Domain_dd10c8ef8aba96d26f254429a95e6f563b78d3b2eda440acb249ed1e8e26a951,dd10c8ef8a.com,Domain,['B']
Domain_215d4d03d6a77158df9b3213f5e79a7ca0ba8ff89f0b3b5d406085a3697a97c7,215d4d03d6.com,Domain,['B']
Domain_77087a6c094b1162391b72b860789097fb732eeb9fc773a9e74d339ccca9517a,77087a6c09.com,Domain,['B']
Domain_87117e4473d1ad9e4b38002f16c0ccfb6fe72e0963b6961bbe446da4f76cd141,87117e4473.com,Domain,['B']
Domain_6f3c13958a66641c6018d3404dc1f4769dfefad4edf4ed5331ab7a2bfa95a5a5,6f3c13958a.com,Domain,['B']
Domain_feb3e19e4faf3dff248230a9537bc49c30ae2aac34da043730aa5582bdaabd53,feb3e19e4f.com,Domain,['B']
Domain_f44d555c7d4c5e13646ff9969ad5c18ae8a862f774c6b46188f62c70b8d69198,f44d555c7d.com,Domain,['B']
Domain_6fa88033f3a424286edfb35b7c65f210e2d4a1208fe4272893c01bbcf420295f,6fa88033f3.com,Domain,['B']
