relation,source,target
r_dns_a,Domain_89e5f33dec4bb29ac27a9d74b62b3c4c7550cd826234ffbcd37aa9df3a9163af,IP_36b2ba5b0800d154ef3add5672b7561af9535edd92d2c3323c64880498b45a05
r_subdomain,Domain_89e5f33dec4bb29ac27a9d74b62b3c4c7550cd826234ffbcd37aa9df3a9163af,Domain_45bb77d0e64eb9029ec366d7dc103ac5af84496a086dbe4d8d7c4498ba89a0a0
r_dns_a,Domain_89e5f33dec4bb29ac27a9d74b62b3c4c7550cd826234ffbcd37aa9df3a9163af,IP_f9b588fa3410ab89fa0e50b011c9ac8ddfa4a3125ea3df13fa4598faa5e15f8a
r_cert,Domain_56e9479272b2262a3f2f1cfd50d708c96d0b96a5bf69a5cdae9300ad0b353813,Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71
r_cname,Domain_56e9479272b2262a3f2f1cfd50d708c96d0b96a5bf69a5cdae9300ad0b353813,Domain_9be5aee5cc57eca3293a22003b6e9a8d20afe217956a765930c53837c13f3772
r_dns_a,Domain_56e9479272b2262a3f2f1cfd50d708c96d0b96a5bf69a5cdae9300ad0b353813,IP_36b2ba5b0800d154ef3add5672b7561af9535edd92d2c3323c64880498b45a05
r_dns_a,Domain_16bc82436ee31906a0cc555a5e2408693d7aa9e44417c3fa673699b420ddac36,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_9425c17fb1fe92ac23d9b269149af1197a0f04a4df48831d291d10ba5a35a16f,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_480dc31aa7a687e7dd4dc1d55a34f8b04ce87af4d24f1430953b92bc6cf7a920,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_8e0edcf480099a0caa4764adb909a83f9e36c4fc334de5b41781e2c1eefb709a,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_1257cad600edd02b26fc8c0d02d4189e6bab38a8be3bdc1e87182a04aa43b96d,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_374fac37621d50f456fa28be7cc5e515d3db387be46493445b1dcaa1b6541bdc,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_8ee68294a8a3d41c36b9cdc04499eab129a51b885175dad35acea7edd9edaa93,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_29764f8a59644a3bd9a292169c248276b95d476e50b857284d50d65dea1eee4b,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_d14768cdc4d091b0de42f09c9cb097ba1f877ba87ab98b427b93ffd1a4ccf1f3,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_3f7be130a4c6bb28276a01e2ad5bcf6f8896a711a6028d34f15465146200caf6,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_705c4e0bfa95eca784f3c899ea3d40eaa851108393aa80d179283c27a17a1009,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_c5383afb6381fc3b9a3ae71329448c0813cedc789797454aed0cb5ce4ca2dd84,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_11ab98817f04195604a69b41d30932848b25a8b0bd15aa789f225ee5c57b57f1,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_b7e5c06e26d577daae36cff177f65eef0c7d24d421be22cb7a6047289e0eb489,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_34cca7f3821cd297626afa5a9079d4aa51b0ad3c0caaf5acd7d2b0946b18da2f,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_7c666b6618fd4539e2df124786be73b20131c4f3ca4a83e57d44c39d2e137509,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_25bed2cd5ecba4a4a69f704480cb9e0a804bf8991e265c9ee8b81e0657d03493,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_df32ef6168ea661c4d9827954703a3c930381d1e65b5b3cdab807110d19df1f8,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_70c4c01f4c8808e77e1986c75c5e2d0acd18b7245885bb9e27fd913578778c42,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_8611026bc9665023027e1a49942b73976a12cf4422e8f7f9458552cfb633918d,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
r_dns_a,Domain_d5ea36355b9a23bb070fa59265a86e63db0e35382b9f6d1f0971f1e32b05db01,IP_12658a400c572d024701fd297ba84f7158d06a9ee3ada288148cbd6109ca8943
