id,name,type,industry
Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,8bd7ac7069.com,Domain,[]
Domain_ec6c5dc691e616e2c7277ddf03b36cb6fac540ac241e8b0c9388e5b5adc3cc1c,ec6c5dc691.com,Domain,[]
IP_dcf3630d109e25e31f4ec590e83509d90a95874ed53e32914e0eb2f4b56e6639,117.18.xxx.xxx,IP,[]
IP_2493d10250d8cfb277bb6217bd48e2863d4a1bf81fb6cc9e755f63a88a349f32,156.230.xxx.xxx,IP,[]
IP_400c19e584976ff2a35950659d4d148a3d146f1b71692468132b849b0eb8702c,156.241.xxx.xxx,IP,[]
Cert_d570aebdd3b0f0b4194315d8df020dc805f114401fe3c6999967f60de17b6176,d570aebdd3,Cert,[]
Domain_8659e9de39a88dc208eae9c4eab0791afd0406142fd7220cac3e7793dc802a43,8659e9de39.com,Domain,['B']
Domain_a45498cc65547bc816a3c83255c02b160d14e4125b039a151d034ea5e8316c90,a45498cc65.com,Domain,[]
Domain_037e26b9416b7ad0c0992bb62dd857011760ad59e39e70810e2f7de249cc3061,037e26b941.com,Domain,[]
Domain_677def7b2648c461f1999e3df64aa3dc5785b6aecf695099494523b97521da7b,677def7b26.com,Domain,[]
Domain_b89ca040ed48625c8d66258bb3a15c75e5b149696edf2c2e992a4b5f926dd041,b89ca040ed.com,Domain,[]
Domain_f6cd8e5757e24624e632006992fe4766fc1888f957d071143fbcc1df988537c4,f6cd8e5757.com,Domain,[]
Domain_16023ca575a5928cae1bedd9cc05931b6ee0b16b89b7d73b92a77edf9ba3504a,16023ca575.com,Domain,[]
Domain_8ae385b7dc3870bbb76e4bd5999d2a6e405d4204764735661c745ef66b52589f,8ae385b7dc.com,Domain,[]
Domain_0452dfc35498e6681d9eac1ad5ac999a65c0dd4968dfe9cf240896220338dd40,0452dfc354.com,Domain,[]
Domain_9bc5189957bd5ef0c0f0c78379eb7c48f51986933e8279dc7203294541ce1a2c,9bc5189957.com,Domain,[]
Domain_0316d820556f89b3798d4c439e477e32a8714c91ca5363d9797c84a702ca1bb8,0316d82055.com,Domain,[]
Domain_7a8837dcf8280c4829c32e62d4d46e24555eb487d1a6955c68363459861d4b81,7a8837dcf8.com,Domain,[]
Domain_006de3fc33e294584cfd43e82243cf3d34eadf9b88fd3c0e5b123f1d74cbd27e,006de3fc33.com,Domain,[]
Domain_8c27567ab453bd078306c765aae3983dfdfd1fc5739fcdb7ab0200e0d063b695,8c27567ab4.com,Domain,[]
Domain_78fbdf3b2080766aca017c8c63e1784f5768a85bba92729921c41699c3e1257a,78fbdf3b20.com,Domain,[]
Domain_9822654656d0d4a56b718944a75b25906f026dcf249098cba416d12097376f0e,9822654656.com,Domain,[]
Domain_974f35a551eee9c2493751dbbcacbacce3b47ffe4fe89894917ec903751a8c94,974f35a551.com,Domain,[]
Domain_95e072274e8b95681d49d483dc073db153cc82e411f32a904c0086003b596224,95e072274e.com,Domain,[]
